SEQ_NAME	START	END	STRAND	FEATURE_NAME	GENE_NAME	ALIASES	DESCRIPTION	TXN_START	TXN_END	CDS_START	CDS_END	EXON_COUNT	EXON_STARTS	EXON_ENDS
NC_007795.1	735180	735494	-	-	-	 	 	735180	735494	735180	735494	1	735180	735494
NC_007795.1	735512	736435	-	murB	murB	 	 	735512	736435	735512	736435	1	735512	736435
NC_007795.1	736562	737080	-	-	-	 	 	736562	737080	736562	737080	1	736562	737080
NC_007795.1	737200	738078	+	-	-	 	 	737200	738078	737200	738078	1	737200	738078
NC_007795.1	738232	738552	+	-	-	 	 	738232	738552	738232	738552	1	738232	738552
NC_007795.1	738977	740101	+	-	-	 	 	738977	740101	738977	740101	1	738977	740101
NC_007795.1	740290	741516	-	-	-	 	 	740290	741516	740290	741516	1	740290	741516
NC_007795.1	741530	742024	-	-	-	 	 	741530	742024	741530	742024	1	741530	742024
NC_007795.1	742042	742803	-	-	-	 	 	742042	742803	742042	742803	1	742042	742803
NC_007795.1	742999	744069	-	-	-	 	 	742999	744069	742999	744069	1	742999	744069
NC_007795.1	744387	745442	+	-	-	 	 	744387	745442	744387	745442	1	744387	745442
NC_007795.1	745612	746253	-	-	-	 	 	745612	746253	745612	746253	1	745612	746253
NC_007795.1	746397	746780	+	-	-	 	 	746397	746780	746397	746780	1	746397	746780
NC_007795.1	747288	748226	+	-	-	 	 	747288	748226	747288	748226	1	747288	748226
NC_007795.1	748219	748893	+	-	-	 	 	748219	748893	748219	748893	1	748219	748893
NC_007795.1	748954	749526	+	-	-	 	 	748954	749526	748954	749526	1	748954	749526
NC_007795.1	749940	752471	+	secA	secA	 	 	749940	752471	749940	752471	1	749940	752471
NC_007795.1	752513	752617	+	-	-	 	 	752513	752617	752513	752617	1	752513	752617
NC_007795.1	753021	753896	+	-	-	 	 	753021	753896	753021	753896	1	753021	753896
NC_007795.1	754050	754157	+	-	-	 	 	754050	754157	754050	754157	1	754050	754157
NC_007795.1	754305	755144	+	-	-	 	 	754305	755144	754305	755144	1	754305	755144
NC_007795.1	755318	755968	+	-	-	 	 	755318	755968	755318	755968	1	755318	755968
NC_007795.1	755965	756201	+	-	-	 	 	755965	756201	755965	756201	1	755965	756201
NC_007795.1	756470	757501	+	-	-	 	 	756470	757501	756470	757501	1	756470	757501
NC_007795.1	757511	758527	+	-	-	 	 	757511	758527	757511	758527	1	757511	758527
NC_007795.1	758680	759654	+	-	-	 	 	758680	759654	758680	759654	1	758680	759654
NC_007795.1	759662	762508	+	uvrA	uvrA	 	 	759662	762508	759662	762508	1	759662	762508
NC_007795.1	763170	764102	+	-	-	 	 	763170	764102	763170	764102	1	763170	764102
NC_007795.1	764108	764947	+	-	-	 	 	764108	764947	764108	764947	1	764108	764947
NC_007795.1	764955	765440	+	-	-	 	 	764955	765440	764955	765440	1	764955	765440
NC_007795.1	765448	766887	+	-	-	 	 	765448	766887	765448	766887	1	765448	766887
NC_007795.1	766954	767889	+	-	-	 	 	766954	767889	766954	767889	1	766954	767889
NC_007795.1	768263	768688	-	-	-	 	 	768263	768688	768263	768688	1	768263	768688
NC_007795.1	768883	769794	+	-	-	 	 	768883	769794	768883	769794	1	768883	769794
NC_007795.1	769791	770786	+	-	-	 	 	769791	770786	769791	770786	1	769791	770786
NC_007795.1	770896	771840	+	-	-	 	 	770896	771840	770896	771840	1	770896	771840
NC_007795.1	772413	773000	+	clpP	clpP	 	 	772413	773000	772413	773000	1	772413	773000
NC_007795.1	773243	774145	-	-	-	 	 	773243	774145	773243	774145	1	773243	774145
NC_007795.1	774848	775477	+	-	-	 	 	774848	775477	774848	775477	1	774848	775477
NC_007795.1	776119	777132	+	-	-	 	 	776119	777132	776119	777132	1	776119	777132
NC_007795.1	777185	778195	+	-	-	 	 	777185	778195	777185	778195	1	777185	778195
NC_007795.1	778334	779524	+	pgk	pgk	 	 	778334	779524	778334	779524	1	778334	779524
NC_007795.1	779646	780407	+	tpiA	tpiA	 	 	779646	780407	779646	780407	1	779646	780407
NC_007795.1	780410	781927	+	-	-	 	 	780410	781927	780410	781927	1	780410	781927
NC_007795.1	782057	783361	+	eno	eno	 	 	782057	783361	782057	783361	1	782057	783361
NC_007795.1	783701	784159	+	-	-	 	 	783701	784159	783701	784159	1	783701	784159
NC_007795.1	784226	784459	+	secG	secG	 	 	784226	784459	784226	784459	1	784226	784459
NC_007795.1	784575	785315	+	-	-	 	 	784575	785315	784575	785315	1	784575	785315
NC_007795.1	785349	787721	+	-	-	 	 	785349	787721	785349	787721	1	785349	787721
NC_007795.1	787743	788207	+	smpB	smpB	 	 	787743	788207	787743	788207	1	787743	788207
NC_007795.1	789529	789852	-	-	-	 	 	789529	789852	789529	789852	1	789529	789852
NC_007795.1	789868	790014	-	-	-	 	 	789868	790014	789868	790014	1	789868	790014
NC_007795.1	790206	790934	-	-	-	 	 	790206	790934	790206	790934	1	790206	790934
NC_007795.1	791370	791525	+	-	-	 	 	791370	791525	791370	791525	1	791370	791525
NC_007795.1	791533	792054	+	-	-	 	 	791533	792054	791533	792054	1	791533	792054
NC_007795.1	792193	792723	+	-	-	 	 	792193	792723	792193	792723	1	792193	792723
NC_007795.1	792986	795769	+	-	-	 	 	792986	795769	792986	795769	1	792986	795769
NC_007795.1	797866	798888	+	-	-	 	 	797866	798888	797866	798888	1	797866	798888
NC_007795.1	799223	799693	+	-	-	 	 	799223	799693	799223	799693	1	799223	799693
NC_007795.1	800034	800720	+	-	-	 	 	800034	800720	800034	800720	1	800034	800720
NC_007795.1	801077	801277	+	-	-	 	 	801077	801277	801077	801277	1	801077	801277
NC_007795.1	801773	801991	-	-	-	 	 	801773	801991	801773	801991	1	801773	801991
NC_007795.1	802053	802337	-	-	-	 	 	802053	802337	802053	802337	1	802053	802337
NC_007795.1	802425	802994	-	-	-	 	 	802425	802994	802425	802994	1	802425	802994
NC_007795.1	803182	803370	-	-	-	 	 	803182	803370	803182	803370	1	803182	803370
NC_007795.1	803399	803659	-	-	-	 	 	803399	803659	803399	803659	1	803399	803659
NC_007795.1	804000	804203	+	-	-	 	 	804000	804203	804000	804203	1	804000	804203
NC_007795.1	804200	804436	-	-	-	 	 	804200	804436	804200	804436	1	804200	804436
NC_007795.1	804682	805242	+	-	-	 	 	804682	805242	804682	805242	1	804682	805242
NC_007795.1	805315	805932	-	-	-	 	 	805315	805932	805315	805932	1	805315	805932
NC_007795.1	806087	806581	-	-	-	 	 	806087	806581	806087	806581	1	806087	806581
NC_007795.1	806980	807402	-	-	-	 	 	806980	807402	806980	807402	1	806980	807402
NC_007795.1	807550	808266	+	-	-	 	 	807550	808266	807550	808266	1	807550	808266
NC_007795.1	808349	808888	+	-	-	 	 	808349	808888	808349	808888	1	808349	808888
NC_007795.1	809038	809358	-	-	-	 	 	809038	809358	809038	809358	1	809038	809358
NC_007795.1	809502	809858	+	-	-	 	 	809502	809858	809502	809858	1	809502	809858
NC_007795.1	810016	810396	+	-	-	 	 	810016	810396	810016	810396	1	810016	810396
NC_007795.1	810460	810573	+	-	-	 	 	810460	810573	810460	810573	1	810460	810573
NC_007795.1	810575	811453	+	-	-	 	 	810575	811453	810575	811453	1	810575	811453
NC_007795.1	811872	811985	+	-	-	 	 	811872	811985	811872	811985	1	811872	811985
NC_007795.1	812195	812581	+	-	-	 	 	812195	812581	812195	812581	1	812195	812581
NC_007795.1	812574	812870	+	-	-	 	 	812574	812870	812574	812870	1	812574	812870
NC_007795.1	813120	814145	+	-	-	 	 	813120	814145	813120	814145	1	813120	814145
NC_007795.1	814138	814833	+	-	-	 	 	814138	814833	814138	814833	1	814138	814833
NC_007795.1	814851	815672	+	-	-	 	 	814851	815672	814851	815672	1	814851	815672
NC_007795.1	816026	816220	+	-	-	 	 	816026	816220	816026	816220	1	816026	816220
NC_007795.1	816453	817304	-	-	-	 	 	816453	817304	816453	817304	1	816453	817304
NC_007795.1	817632	818393	+	-	-	 	 	817632	818393	817632	818393	1	817632	818393
NC_007795.1	818491	819798	+	-	-	 	 	818491	819798	818491	819798	1	818491	819798
NC_007795.1	819904	821154	+	-	-	 	 	819904	821154	819904	821154	1	819904	821154
NC_007795.1	821144	821608	+	-	-	 	 	821144	821608	821144	821608	1	821144	821608
NC_007795.1	821759	823156	+	-	-	 	 	821759	823156	821759	823156	1	821759	823156
NC_007795.1	823343	823480	+	-	-	 	 	823343	823480	823343	823480	1	823343	823480
NC_007795.1	823486	823800	-	-	-	 	 	823486	823800	823486	823800	1	823486	823800
NC_007795.1	824165	825205	+	-	-	 	 	824165	825205	824165	825205	1	824165	825205
NC_007795.1	825219	826286	+	-	-	 	 	825219	826286	825219	826286	1	825219	826286
NC_007795.1	826353	826451	+	-	-	 	 	826353	826451	826353	826451	1	826353	826451
NC_007795.1	826499	827347	+	-	-	 	 	826499	827347	826499	827347	1	826499	827347
NC_007795.1	827360	828187	+	-	-	 	 	827360	828187	827360	828187	1	827360	828187
NC_007795.1	828214	829533	+	-	-	 	 	828214	829533	828214	829533	1	828214	829533
NC_007795.1	829617	830534	+	-	-	 	 	829617	830534	829617	830534	1	829617	830534
NC_007795.1	830664	831047	+	-	-	 	 	830664	831047	830664	831047	1	830664	831047
NC_007795.1	831126	831392	-	-	-	 	 	831126	831392	831126	831392	1	831126	831392
NC_007795.1	831490	831924	+	-	-	 	 	831490	831924	831490	831924	1	831490	831924
NC_007795.1	831924	832703	+	-	-	 	 	831924	832703	831924	832703	1	831924	832703
NC_007795.1	832811	833695	+	-	-	 	 	832811	833695	832811	833695	1	832811	833695
NC_007795.1	833949	834059	+	-	-	 	 	833949	834059	833949	834059	1	833949	834059
NC_007795.1	834107	834259	+	-	-	 	 	834107	834259	834107	834259	1	834107	834259
NC_007795.1	834275	835732	+	-	-	 	 	834275	835732	834275	835732	1	834275	835732
NC_007795.1	835729	836943	+	-	-	 	 	835729	836943	835729	836943	1	835729	836943
NC_007795.1	836961	837197	+	-	-	 	 	836961	837197	836961	837197	1	836961	837197
NC_007795.1	837194	838369	+	-	-	 	 	837194	838369	837194	838369	1	837194	838369
NC_007795.1	838632	838874	-	-	-	 	 	838632	838874	838632	838874	1	838632	838874
NC_007795.1	838975	839298	+	-	-	 	 	838975	839298	838975	839298	1	838975	839298
NC_007795.1	839357	840421	-	-	-	 	 	839357	840421	839357	840421	1	839357	840421
NC_007795.1	840738	840974	+	-	-	 	 	840738	840974	840738	840974	1	840738	840974
NC_007795.1	840987	841346	+	-	-	 	 	840987	841346	840987	841346	1	840987	841346
NC_007795.1	841800	843008	+	-	-	 	 	841800	843008	841800	843008	1	841800	843008
NC_007795.1	843139	844614	+	-	-	 	 	843139	844614	843139	844614	1	843139	844614
NC_007795.1	845025	846341	+	-	-	 	 	845025	846341	845025	846341	1	845025	846341
NC_007795.1	846360	846734	+	-	-	 	 	846360	846734	846360	846734	1	846360	846734
NC_007795.1	846790	847944	-	-	-	 	 	846790	847944	846790	847944	1	846790	847944
NC_007795.1	848193	848549	-	-	-	 	 	848193	848549	848193	848549	1	848193	848549
NC_007795.1	848527	848820	-	-	-	 	 	848527	848820	848527	848820	1	848527	848820
NC_007795.1	848820	849299	-	-	-	 	 	848820	849299	848820	849299	1	848820	849299
NC_007795.1	849301	850797	-	-	-	 	 	849301	850797	849301	850797	1	849301	850797
NC_007795.1	850790	851119	-	-	-	 	 	850790	851119	850790	851119	1	850790	851119
NC_007795.1	851131	851559	-	-	-	 	 	851131	851559	851131	851559	1	851131	851559
NC_007795.1	851552	853957	-	-	-	 	 	851552	853957	851552	853957	1	851552	853957
NC_007795.1	854088	854471	-	-	-	 	 	854088	854471	854088	854471	1	854088	854471
NC_007795.1	854535	855128	+	-	-	 	 	854535	855128	854535	855128	1	854535	855128
NC_007795.1	855577	855921	+	-	-	 	 	855577	855921	855577	855921	1	855577	855921
NC_007795.1	856283	857410	+	-	-	 	 	856283	857410	856283	857410	1	856283	857410
NC_007795.1	857718	858908	+	rocD	rocD	 	 	857718	858908	857718	858908	1	857718	858908
NC_007795.1	859017	860261	+	-	-	 	 	859017	860261	859017	860261	1	859017	860261
NC_007795.1	860487	860678	+	-	-	 	 	860487	860678	860487	860678	1	860487	860678
NC_007795.1	860764	861693	-	-	-	 	 	860764	861693	860764	861693	1	860764	861693
NC_007795.1	861935	863314	-	-	-	 	 	861935	863314	861935	863314	1	861935	863314
NC_007795.1	863304	864509	-	-	-	 	 	863304	864509	863304	864509	1	863304	864509
NC_007795.1	864860	866191	+	pgi	pgi	 	 	864860	866191	864860	866191	1	864860	866191
NC_007795.1	866516	867091	+	-	-	 	 	866516	867091	866516	867091	1	866516	867091
NC_007795.1	867096	867620	+	-	-	 	 	867096	867620	867096	867620	1	867096	867620
NC_007795.1	867744	868211	+	-	-	 	 	867744	868211	867744	868211	1	867744	868211
NC_007795.1	868371	871847	+	-	-	 	 	868371	871847	868371	871847	1	868371	871847
NC_007795.1	871848	875501	+	-	-	 	 	871848	875501	871848	875501	1	871848	875501
NC_007795.1	875667	876569	+	-	-	 	 	875667	876569	875667	876569	1	875667	876569
NC_007795.1	876898	877287	+	-	-	 	 	876898	877287	876898	877287	1	876898	877287
NC_007795.1	877458	878774	-	-	-	 	 	877458	878774	877458	878774	1	877458	878774
NC_007795.1	878826	879650	-	-	-	 	 	878826	879650	878826	879650	1	878826	879650
NC_007795.1	879806	880072	+	-	-	 	 	879806	880072	879806	880072	1	879806	880072
NC_007795.1	880619	882433	+	-	-	 	 	880619	882433	880619	882433	1	880619	882433
NC_007795.1	882636	885245	+	-	-	 	 	882636	885245	882636	885245	1	882636	885245
NC_007795.1	885304	886173	-	-	-	 	 	885304	886173	885304	886173	1	885304	886173
NC_007795.1	886283	887428	+	-	-	 	 	886283	887428	886283	887428	1	886283	887428
NC_007795.1	887412	888053	+	-	-	 	 	887412	888053	887412	888053	1	887412	888053
NC_007795.1	888046	889164	+	-	-	 	 	888046	889164	888046	889164	1	888046	889164
NC_007795.1	889148	889663	+	-	-	 	 	889148	889663	889148	889663	1	889148	889663
NC_007795.1	890665	890850	-	-	-	 	 	890665	890850	890665	890850	1	890665	890850
NC_007795.1	891145	892086	+	-	-	 	 	891145	892086	891145	892086	1	891145	892086
NC_007795.1	892098	893342	+	-	-	 	 	892098	893342	892098	893342	1	892098	893342
NC_007795.1	893397	893768	-	-	-	 	 	893397	893768	893397	893768	1	893397	893768
NC_007795.1	894011	894937	+	-	-	 	 	894011	894937	894011	894937	1	894011	894937
NC_007795.1	894937	896007	+	-	-	 	 	894937	896007	894937	896007	1	894937	896007
NC_007795.1	896024	897106	+	-	-	 	 	896024	897106	896024	897106	1	896024	897106
NC_007795.1	897096	898037	+	-	-	 	 	897096	898037	897096	898037	1	897096	898037
NC_007795.1	898056	899711	+	-	-	 	 	898056	899711	898056	899711	1	898056	899711
NC_007795.1	899923	901638	+	-	-	 	 	899923	901638	899923	901638	1	899923	901638
NC_007795.1	901689	902675	+	-	-	 	 	901689	902675	901689	902675	1	901689	902675
NC_007795.1	902678	903658	+	-	-	 	 	902678	903658	902678	903658	1	902678	903658
NC_007795.1	903651	904613	+	-	-	 	 	903651	904613	903651	904613	1	903651	904613
NC_007795.1	904625	905506	+	-	-	 	 	904625	905506	904625	905506	1	904625	905506
NC_007795.1	905548	906537	-	-	-	 	 	905548	906537	905548	906537	1	905548	906537
NC_007795.1	906832	907227	+	spxA	spxA	 	 	906832	907227	906832	907227	1	906832	907227
NC_007795.1	907598	908317	+	-	-	 	 	907598	908317	907598	908317	1	907598	908317
NC_007795.1	908438	909424	+	-	-	 	 	908438	909424	908438	909424	1	908438	909424
NC_007795.1	909472	911280	+	-	-	 	 	909472	911280	909472	911280	1	909472	911280
NC_007795.1	911740	912546	-	-	-	 	 	911740	912546	911740	912546	1	911740	912546
NC_007795.1	912569	912886	-	-	-	 	 	912569	912886	912569	912886	1	912569	912886
NC_007795.1	913038	913631	-	-	-	 	 	913038	913631	913038	913631	1	913038	913631
NC_007795.1	913817	914164	+	-	-	 	 	913817	914164	913817	914164	1	913817	914164
NC_007795.1	914181	914816	+	-	-	 	 	914181	914816	914181	914816	1	914181	914816
NC_007795.1	914833	915642	+	ppnK	ppnK	 	 	914833	915642	914833	915642	1	914833	915642
NC_007795.1	915639	916493	+	-	-	 	 	915639	916493	915639	916493	1	915639	916493
NC_007795.1	916514	917899	+	-	-	 	 	916514	917899	916514	917899	1	916514	917899
NC_007795.1	917909	919753	+	-	-	 	 	917909	919753	917909	919753	1	917909	919753
NC_007795.1	920031	920801	+	-	-	 	 	920031	920801	920031	920801	1	920031	920801
NC_007795.1	920996	922081	-	-	-	 	 	920996	922081	920996	922081	1	920996	922081
NC_007795.1	922423	923991	+	-	-	 	 	922423	923991	922423	923991	1	922423	923991
NC_007795.1	924133	924891	+	-	-	 	 	924133	924891	924133	924891	1	924133	924891
NC_007795.1	925085	925594	+	-	-	 	 	925085	925594	925085	925594	1	925085	925594
NC_007795.1	925707	926915	-	-	-	 	 	925707	926915	925707	926915	1	925707	926915
NC_007795.1	926875	928050	-	-	-	 	 	926875	928050	926875	928050	1	926875	928050
NC_007795.1	928483	929964	+	-	-	 	 	928483	929964	928483	929964	1	928483	929964
NC_007795.1	929948	930208	+	-	-	 	 	929948	930208	929948	930208	1	929948	930208
NC_007795.1	930208	931770	+	prfC	prfC	 	 	930208	931770	930208	931770	1	930208	931770
NC_007795.1	932072	932875	+	-	-	 	 	932072	932875	932072	932875	1	932072	932875
NC_007795.1	933094	935418	+	-	-	 	 	933094	935418	933094	935418	1	933094	935418
NC_007795.1	935435	936793	+	-	-	 	 	935435	936793	935435	936793	1	935435	936793
NC_007795.1	936932	938443	+	-	-	 	 	936932	938443	936932	938443	1	936932	938443
NC_007795.1	938930	939460	-	-	-	 	 	938930	939460	938930	939460	1	938930	939460
NC_007795.1	939709	939927	+	-	-	 	 	939709	939927	939709	939927	1	939709	939927
NC_007795.1	940008	940994	-	-	-	 	 	940008	940994	940008	940994	1	940008	940994
NC_007795.1	941193	941369	+	-	-	 	 	941193	941369	941193	941369	1	941193	941369
NC_007795.1	941384	941986	+	-	-	 	 	941384	941986	941384	941986	1	941384	941986
NC_007795.1	942257	942364	+	-	-	 	 	942257	942364	942257	942364	1	942257	942364
NC_007795.1	942903	943004	+	-	-	 	 	942903	943004	942903	943004	1	942903	943004
NC_007795.1	943330	945294	+	-	-	 	 	943330	945294	943330	945294	1	943330	945294
NC_007795.1	945297	945617	+	-	-	 	 	945297	945617	945297	945617	1	945297	945617
NC_007795.1	945614	946255	+	-	-	 	 	945614	946255	945614	946255	1	945614	946255
NC_007795.1	946343	946633	-	-	-	 	 	946343	946633	946343	946633	1	946343	946633
NC_007795.1	946912	947199	+	-	-	 	 	946912	947199	946912	947199	1	946912	947199
NC_007795.1	948776	949132	-	-	-	 	 	948776	949132	948776	949132	1	948776	949132
NC_007795.1	949716	950579	+	-	-	 	 	949716	950579	949716	950579	1	949716	950579
NC_007795.1	950625	950756	-	-	-	 	 	950625	950756	950625	950756	1	950625	950756
NC_007795.1	950820	951110	-	-	-	 	 	950820	951110	950820	951110	1	950820	951110
NC_007795.1	951200	951751	+	-	-	 	 	951200	951751	951200	951751	1	951200	951751
NC_007795.1	951802	952740	-	-	-	 	 	951802	952740	951802	952740	1	951802	952740
NC_007795.1	952891	952995	+	-	-	 	 	952891	952995	952891	952995	1	952891	952995
NC_007795.1	953072	954283	+	-	-	 	 	953072	954283	953072	954283	1	953072	954283
NC_007795.1	954270	955943	+	-	-	 	 	954270	955943	954270	955943	1	954270	955943
NC_007795.1	955930	956733	+	-	-	 	 	955930	956733	955930	956733	1	955930	956733
NC_007795.1	956726	957547	+	-	-	 	 	956726	957547	956726	957547	1	956726	957547
NC_007795.1	957786	958115	-	-	-	 	 	957786	958115	957786	958115	1	957786	958115
NC_007795.1	958153	959334	-	-	-	 	 	958153	959334	958153	959334	1	958153	959334
NC_007795.1	959416	960426	-	-	-	 	 	959416	960426	959416	960426	1	959416	960426
NC_007795.1	960954	962108	-	-	-	 	 	960954	962108	960954	962108	1	960954	962108
NC_007795.1	962304	963314	-	-	-	 	 	962304	963314	962304	963314	1	962304	963314
NC_007795.1	963467	963886	+	-	-	 	 	963467	963886	963467	963886	1	963467	963886
NC_007795.1	963913	964023	+	-	-	 	 	963913	964023	963913	964023	1	963913	964023
NC_007795.1	964093	967863	-	-	-	 	 	964093	967863	964093	967863	1	964093	967863
NC_007795.1	968091	968525	-	-	-	 	 	968091	968525	968091	968525	1	968091	968525
NC_007795.1	968680	969150	-	-	-	 	 	968680	969150	968680	969150	1	968680	969150
NC_007795.1	969198	970415	-	-	-	 	 	969198	970415	969198	970415	1	969198	970415
NC_007795.1	970866	972059	+	-	-	 	 	970866	972059	970866	972059	1	970866	972059
NC_007795.1	972596	972874	-	-	-	 	 	972596	972874	972596	972874	1	972596	972874
NC_007795.1	972883	973488	-	-	-	 	 	972883	973488	972883	973488	1	972883	973488
NC_007795.1	973478	975466	-	-	-	 	 	973478	975466	973478	975466	1	973478	975466
NC_007795.1	975466	976566	-	-	-	 	 	975466	976566	975466	976566	1	975466	976566
NC_007795.1	976868	976990	+	-	-	 	 	976868	976990	976868	976990	1	976868	976990
NC_007795.1	977138	977455	-	-	-	 	 	977138	977455	977138	977455	1	977138	977455
NC_007795.1	978261	979121	-	-	-	 	 	978261	979121	978261	979121	1	978261	979121
NC_007795.1	979385	979804	+	-	-	 	 	979385	979804	979385	979804	1	979385	979804
NC_007795.1	979791	980915	+	-	-	 	 	979791	980915	979791	980915	1	979791	980915
NC_007795.1	980919	981623	+	-	-	 	 	980919	981623	980919	981623	1	980919	981623
NC_007795.1	981623	981886	+	-	-	 	 	981623	981886	981623	981886	1	981623	981886
NC_007795.1	981888	982559	+	-	-	 	 	981888	982559	981888	982559	1	981888	982559
NC_007795.1	982552	984741	+	-	-	 	 	982552	984741	982552	984741	1	982552	984741
NC_007795.1	984720	986204	+	-	-	 	 	984720	986204	984720	986204	1	984720	986204
NC_007795.1	986197	987225	+	-	-	 	 	986197	987225	986197	987225	1	986197	987225
NC_007795.1	987228	987794	+	-	-	 	 	987228	987794	987228	987794	1	987228	987794
NC_007795.1	987809	989287	+	purH	purH	 	 	987809	989287	987809	989287	1	987809	989287
NC_007795.1	989309	990556	+	-	-	 	 	989309	990556	989309	990556	1	989309	990556
NC_007795.1	990821	991627	-	-	-	 	 	990821	991627	990821	991627	1	990821	991627
NC_007795.1	991620	993020	-	-	-	 	 	991620	993020	991620	993020	1	991620	993020
NC_007795.1	993035	993610	-	-	-	 	 	993035	993610	993035	993610	1	993035	993610
NC_007795.1	993974	994093	+	-	-	 	 	993974	994093	993974	994093	1	993974	994093
NC_007795.1	994194	994328	-	-	-	 	 	994194	994328	994194	994328	1	994194	994328
NC_007795.1	994480	995775	+	-	-	 	 	994480	995775	994480	995775	1	994480	995775
NC_007795.1	996200	997372	+	-	-	 	 	996200	997372	996200	997372	1	996200	997372
NC_007795.1	997426	997968	+	-	-	 	 	997426	997968	997426	997968	1	997426	997968
NC_007795.1	998122	998388	+	-	-	 	 	998122	998388	998122	998388	1	998122	998388
NC_007795.1	998391	1000109	+	-	-	 	 	998391	1000109	998391	1000109	1	998391	1000109
NC_007795.1	1000346	1000579	-	-	-	 	 	1000346	1000579	1000346	1000579	1	1000346	1000579
NC_007795.1	1000777	1002138	+	-	-	 	 	1000777	1002138	1000777	1002138	1	1000777	1002138
NC_007795.1	1002135	1003154	+	-	-	 	 	1002135	1003154	1002135	1003154	1	1002135	1003154
NC_007795.1	1003287	1003949	+	-	-	 	 	1003287	1003949	1003287	1003949	1	1003287	1003949
NC_007795.1	1003967	1004122	+	-	-	 	 	1003967	1004122	1003967	1004122	1	1003967	1004122
NC_007795.1	1004298	1005995	-	-	-	 	 	1004298	1005995	1004298	1005995	1	1004298	1005995
NC_007795.1	1005995	1006213	-	-	-	 	 	1005995	1006213	1005995	1006213	1	1005995	1006213
NC_007795.1	1006242	1006364	-	-	-	 	 	1006242	1006364	1006242	1006364	1	1006242	1006364
NC_007795.1	1006694	1007245	-	def	def	 	 	1006694	1007245	1006694	1007245	1	1006694	1007245
NC_007795.1	1007610	1008236	+	-	-	 	 	1007610	1008236	1007610	1008236	1	1007610	1008236
NC_007795.1	1008407	1009519	+	-	-	 	 	1008407	1009519	1008407	1009519	1	1008407	1009519
NC_007795.1	1009523	1010500	+	-	-	 	 	1009523	1010500	1009523	1010500	1	1009523	1010500
NC_007795.1	1010591	1011883	+	-	-	 	 	1010591	1011883	1010591	1011883	1	1010591	1011883
NC_007795.1	1011887	1013293	+	-	-	 	 	1011887	1013293	1011887	1013293	1	1011887	1013293
NC_007795.1	1013461	1013736	+	-	-	 	 	1013461	1013736	1013461	1013736	1	1013461	1013736
NC_007795.1	1013880	1014419	+	-	-	 	 	1013880	1014419	1013880	1014419	1	1013880	1014419
NC_007795.1	1014432	1015526	+	-	-	 	 	1014432	1015526	1014432	1015526	1	1014432	1015526
NC_007795.1	1015519	1016316	+	-	-	 	 	1015519	1016316	1015519	1016316	1	1015519	1016316
NC_007795.1	1016322	1017131	+	-	-	 	 	1016322	1017131	1016322	1017131	1	1016322	1017131
NC_007795.1	1017131	1018204	+	-	-	 	 	1017131	1018204	1017131	1018204	1	1017131	1018204
NC_007795.1	1018278	1019297	+	-	-	 	 	1018278	1019297	1018278	1019297	1	1018278	1019297
NC_007795.1	1019580	1019999	+	-	-	 	 	1019580	1019999	1019580	1019999	1	1019580	1019999
NC_007795.1	1020081	1021433	-	-	-	 	 	1020081	1021433	1020081	1021433	1	1020081	1021433
NC_007795.1	1021617	1022231	-	-	-	 	 	1021617	1022231	1021617	1022231	1	1021617	1022231
NC_007795.1	1022388	1023215	+	-	-	 	 	1022388	1023215	1022388	1023215	1	1022388	1023215
NC_007795.1	1023369	1023560	-	-	-	 	 	1023369	1023560	1023369	1023560	1	1023369	1023560
NC_007795.1	1023662	1025509	+	-	-	 	 	1023662	1025509	1023662	1025509	1	1023662	1025509
NC_007795.1	1025649	1025816	-	-	-	 	 	1025649	1025816	1025649	1025816	1	1025649	1025816
NC_007795.1	1025818	1026300	-	-	-	 	 	1025818	1026300	1025818	1026300	1	1025818	1026300
NC_007795.1	1026441	1026716	+	-	-	 	 	1026441	1026716	1026441	1026716	1	1026441	1026716
NC_007795.1	1027030	1028256	+	-	-	 	 	1027030	1028256	1027030	1028256	1	1027030	1028256
NC_007795.1	1028810	1032262	+	-	-	 	 	1028810	1032262	1028810	1032262	1	1028810	1032262
NC_007795.1	1032402	1033472	-	-	-	 	 	1032402	1033472	1032402	1033472	1	1032402	1033472
NC_007795.1	1033753	1034664	+	-	-	 	 	1033753	1034664	1033753	1034664	1	1033753	1034664
NC_007795.1	1034689	1035150	+	-	-	 	 	1034689	1035150	1034689	1035150	1	1034689	1035150
NC_007795.1	1035362	1035565	+	-	-	 	 	1035362	1035565	1035362	1035565	1	1035362	1035565
NC_007795.1	1035477	1036514	+	-	-	 	 	1035477	1036514	1035477	1036514	1	1035477	1036514
NC_007795.1	1036530	1036964	+	-	-	 	 	1036530	1036964	1036530	1036964	1	1036530	1036964
NC_007795.1	1037027	1037953	-	-	-	 	 	1037027	1037953	1037027	1037953	1	1037027	1037953
NC_007795.1	1038192	1038446	+	-	-	 	 	1038192	1038446	1038192	1038446	1	1038192	1038446
NC_007795.1	1038449	1038838	-	-	-	 	 	1038449	1038838	1038449	1038838	1	1038449	1038838
NC_007795.1	1038980	1039450	+	-	-	 	 	1038980	1039450	1038980	1039450	1	1038980	1039450
NC_007795.1	1039452	1039934	+	coaD	coaD	 	 	1039452	1039934	1039452	1039934	1	1039452	1039934
NC_007795.1	1039996	1041135	-	-	-	 	 	1039996	1041135	1039996	1041135	1	1039996	1041135
